Número da contratação;Código Classe/Grupo;Valor Total;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;IdxValor;ID;ID Futura Contratação;Valor PCA
17/2026;6515;50;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;2;46055;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;17428;Seringa;439641;adicional: graduada, numerada, apresentação: embalagem individual, capacidade: 10, componente adicional: c/ sistema segurança segundo nr/32, esterilidade: estéril, descartável, material: polipropileno, tipo bico: bico central luer lock ou slip, tipo vedação: êmbolo de borracha;UN;0,5;100;1;170;102122-17/2026;50
17/2026;6515;564;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;3;46055;Material;Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos;2171;Agulha Hipodérmica;;;;564;1;1;172;102122-17/2026;564
17/2026;6515;370;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;4;46055;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;13092;Tubo para coleta de amostra biológica;;;;370;1;1;169;102122-17/2026;370
17/2026;6515;90;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;6;46055;Material;Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos;3701;Cateter Periférico;625221;aplicação: venoso, componente 1: câmara refluxo c/ filtro, componente 2: c/ sistema segurança segundo nr/32, comprimento: cerca 25, conector: conector padrão, diametro: 20, material agulha: agulha aço inox, material cateter: polímero radiopaco, tipo uso: estéril, descartável, embalagem individual;UN;0,6;150;1;171;102122-17/2026;90
17/2026;6515;1350;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;8;46055;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;;;;;;1350;1;1;168;102122-17/2026;1350
61/2026;6515;150000;Aprovada;;Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;361/2025;Médio;1;46082;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;11752;Rinoscopio;;;;150000;1;1;272;102122-61/2026;150000
61/2026;6515;60000;Aprovada;;Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;361/2025;Médio;2;46082;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;7717;Fonte de luz fria;;;;60000;1;1;273;102122-61/2026;60000
61/2026;6515;7000;Aprovada;;Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;361/2025;Médio;3;46082;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;2085;Adaptador;;;;7000;1;1;274;102122-61/2026;7000
61/2026;6515;25500;Aprovada;;Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;361/2025;Médio;4;46082;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;19843;Endoscópio rígido;;;;25500;1;1;275;102122-61/2026;25500
61/2026;6515;130000;Aprovada;;Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;361/2025;Médio;5;46082;Material;Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos;7145;Aparelho Ultrassonografia;;;;130000;1;1;276;102122-61/2026;130000
16/2026;6532;100000;Aprovada;;Descartáveis Hospitalar Almox;BENS;102122;45964;46083;119;ALMOXARIFADO;174/2025;Médio;1;46235;Material;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;;;;;;100000;1;1;293;102122-16/2026;100000
16/2026;6520;55000;Aprovada;;Descartáveis Hospitalar Almox;BENS;102122;45964;46083;119;CME - CENTRAL MATERIAL ESTERILIZACAO;260/2025;Médio;1;46054;Material;Instrumentos, equipamentos e suprimentos dentários;;;;;;55000;1;1;173;102122-16/2026;55000
16/2026;8105;10000;Aprovada;;Descartáveis Hospitalar Almox;BENS;102122;45964;46083;119;CME - CENTRAL MATERIAL ESTERILIZACAO;261/2025;Médio;1;46055;Material;Sacos e bolsas;;;;;;10000;1;1;174;102122-16/2026;10000
62/2026;5965;26994;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;1;46082;Material;Fones, microfones e alto-falantes;14704;Telefone Cabeça;420854;características adicionais: conexão headset ao computador, tipo: headset com cabo qd (quiq-disconet), tipo acionamento: liga/desliga com um toque, tipo conector: usb;UN;4499;6;1;281;102122-62/2026;26994
62/2026;5895;1794;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;2;46082;Material;Equipamentos diversos para comunicações;18514;Transceiver;628537;aplicação: redes de dados, características adicionais: cabeamento ótico com conector lc duplex, distância: até 10, tipo: modulo sfp (small for-factor pluggable);UN;299;6;1;282;102122-62/2026;1794
62/2026;6540;1614;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;3;46082;Material;Equipamentos, instrumentos e suprimentos oftalmológicos;13999;Sistema De Lentes Para Equipamento Oftalmológico;612103;ajuste: ajustável, rotação 360°, aplicação: amplificação do campo visual, compatibilidade: compatível c/ microscópio cirúrgico, modelo: de não contato, tipo: grande ocular;UN;269;6;1;283;102122-62/2026;1614
62/2026;5965;13794;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;4;46082;Material;Fones, microfones e alto-falantes;7703;Fone Ouvido;626457;acoplamento auricular: circumaural (over-ear), aplicação: áudio, características adicionais: almofadas com espuma, comprimento fio: 3, freqüência: 10 hz - 25, impedância: 32, modelo: sh450, sensibilidade: 113, tipo: over ear;UN;2299;6;1;284;102122-62/2026;13794
62/2026;5965;3054;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;5;46082;Material;Fones, microfones e alto-falantes;7703;Fone Ouvido;628093;aplicação: transceptores portáteis apx 900, 7000 e 8000, características adicionais: código original do fone rln6242, comprimento fio: 0,50, tipo: intra auricular;UN;509;6;1;285;102122-62/2026;3054
62/2026;7050;1746;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;6;46082;Material;Equipamentos De Rede De Tic - Local E Remota;237;Roteador;614914;características adicionais: 4 antenas cobertura até 200m, protocolo lan: 4 portas lan 10, protocolo wan: 1 porta 10/100/1000mbps, recurso segurança: wpa - wpa2 - wps, tensão alimentação: 110/220, tipo arquitetura: dual band: padrão wifi 2,4ghz (até 400mbps) e 5ghz, tipo linha: ip sem fio, velocidade: 1.266;UN;291;6;1;286;102122-62/2026;1746
62/2026;7010;7794;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;362/2025;Médio;7;46082;Material;Computadores;19246;Tablet;620677;armazenamento externo: sem armazenamento externo, armazenamento interno: superior a 32, conectividade: wi-fi / 5g / bluetooth, câmera frontal: superior a 8, câmera traseira: 8,1 a 13, memória ram: mínimo 8, processador: octa core ou superior, sistema operacional: open source, tela: superior a 10;UN;1299;6;1;287;102122-62/2026;7794
62/2026;891;192000;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;363/2025;Baixo;1;46082;Serviço;Serviços De Reprodução, Publicação E Impressão;;;15458;Produção Obra Audiovisual;;64000;3;1;279;102122-62/2026;192000
62/2026;963;192000;Aprovada;;Projeto Impact Lab - aquisição de equipamentos;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;364/2025;Médio;1;46082;Serviço;Serviços Relacionados Com Atores E Outros Artistas;;;15830;Apresentação Artística / Musical / Canto / Coral;;12000;16;1;280;102122-62/2026;192000
20/2026;8955;100000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;1;46174;Material;CAFÉ, CHÁ E CHOCOLATE;;;;;;100000;1;1;289;102122-20/2026;100000
20/2026;8940;2500;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;2;46174;Material;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;;;;;;2500;1;1;290;102122-20/2026;2500
20/2026;8925;9000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;3;46174;Material;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;;;;;;9000;1;1;291;102122-20/2026;9000
20/2026;8540;10000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;4;46174;Material;ARTIGOS DE PAPEL PARA HIGIENE;;;;;;10000;1;1;161;102122-20/2026;10000
20/2026;7350;10000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;5;46174;Material;LOUÇA E ARTIGOS DE MESA;;;;;;10000;1;1;162;102122-20/2026;10000
20/2026;7930;2000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;6;46174;Material;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;;2000;1;1;163;102122-20/2026;2000
20/2026;8135;2000;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;7;46174;Material;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;;2000;1;1;164;102122-20/2026;2000
20/2026;7920;1500;Aprovada;;Copa e Cozinha Almox;BENS;102122;46118;46237;119;ALMOXARIFADO;119/2025;Médio;8;46174;Material;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;;1500;1;1;165;102122-20/2026;1500
63/2026;6640;5000000;Aprovada;;Edita PRPI microscópio Leica;BENS;102122;45964;46083;119;BAB - CIENCIAS BIOLÓGICAS;367/2025;Médio;1;46082;Material;Equipamentos E Artigos De Laboratório;7059;Microscópio;;;;5000000;1;1;271;102122-63/2026;5000000
66/2026;7080;776626;Aprovada;;Projeto Conecta - Edital;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;366/2025;Médio;1;46082;Material;Peças, acessórios e ferramentas para redes de tic;;;;;;776626;1;1;262;102122-66/2026;776626
66/2026;7060;31200;Aprovada;;Projeto Conecta - Edital;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;366/2025;Médio;2;46082;Material;Peças e acessórios para computadores;;;;;;31200;1;1;263;102122-66/2026;31200
66/2026;872;16000;Aprovada;;Projeto Conecta - Edital;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;366/2025;Médio;1;46082;Serviço;Serviços de reparo de outros bens;;;14435;Aferição e/ou calibragem de máquina universal de ensaios;;8000;2;1;264;102122-66/2026;16000
66/2026;141;3000;Aprovada;;Projeto Conecta - Edital;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;366/2025;Médio;2;46082;Serviço;Serviços de telefonia  fixa comutada  (stfc),  telecomunica-ções móveis (smp) e telecomunicações satelitais;;;27910;Acesso à internet móvel - internet patrocinada;;3000;1;1;265;102122-66/2026;3000
65/2026;7040;549925;Aprovada;;Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese;BENS;102122;45964;46083;119;BAP - Prótese e Periodontia;365/2025;Médio;1;46082;Material;EQUIPAMENTOS DE ENTRADA DE DADOS;238;SCANNER;623997;APLICAÇÃO: DIGITALIZAÇÃO DE LIVROS, FORMATO: A3, INTERFACE: USB 2.0, RESOLUÇÃO ÓTICA: 300, TENSÃO ALIMENTAÇÃO: BIVOLT, TIPO: PLANETÁRIO, TIPO ALIMENTADOR PAPEL: MANUAL, VELOCIDADE DIGITALIZAÇÃO: 1,5 PPS;UN;109985;5;1;266;102122-65/2026;549925
65/2026;7090;131480;Aprovada;;Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese;BENS;102122;45964;46083;119;BAP - Prótese e Periodontia;365/2025;Médio;2;46082;Material;Suprimentos de informática - tic;8320;Impressora 3d;;;;131480;1;1;267;102122-65/2026;131480
65/2026;3417;229830;Aprovada;;Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese;BENS;102122;45964;46083;119;BAP - Prótese e Periodontia;365/2025;Médio;3;46082;Material;Máquinas De Fresar;9284;Fresadora;;;;229830;1;1;268;102122-65/2026;229830
65/2026;6520;98977;Aprovada;;Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese;BENS;102122;45964;46083;119;BAP - Prótese e Periodontia;365/2025;Médio;4;46082;Material;Instrumentos, equipamentos e suprimentos dentários;;;;;;98977;1;1;269;102122-65/2026;98977
21/2026;541;248112,5;Devolvida;;Obra Vestiário Clínica de Fono;SERVICOS;102122;46146;46266;120;OBRAS;226/2025;Alto;1;46266;Serviço;Serviços gerais de construção dos edifícios;;;;;;248112,5;1;1;;;
24/2026;545;25000;Aprovada;;Obra Fluxo Digital Dentística;SERVICOS;102122;45994;46174;180;OBRAS;207/2025;Médio;1;46174;Serviço;Tipos especiais de serviços de construção;;;1627;Manutenção / reforma predial;;25000;1;1;116;102122-24/2026;25000
24/2026;545;30000;Aprovada;;Obra Fluxo Digital Dentística;SERVICOS;102122;45994;46174;180;OBRAS;272/2025;Alto;1;46204;Serviço;Tipos especiais de serviços de construção;;;19224;Construção / manutenção / reforma - telhado;;30000;1;1;117;102122-24/2026;30000
23/2026;545;55000;Aprovada;;Obras Pequenos Reparos;SERVICOS;102122;45966;46146;180;OBRAS;222/2025;Médio;1;46143;Serviço;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;19224;CONSTRUÇÃO / MANUTENÇÃO / REFORMA - TELHADO;;55000;1;1;347;102122-23/2026;55000
23/2026;545;50000;Aprovada;;Obras Pequenos Reparos;SERVICOS;102122;45966;46146;180;OBRAS;224/2025;Médio;1;46174;Serviço;Tipos especiais de serviços de construção;;;19224;Construção / manutenção / reforma - telhado;;50000;1;1;348;102122-23/2026;50000
23/2026;545;100000;Aprovada;;Obras Pequenos Reparos;SERVICOS;102122;45966;46146;180;OBRAS;332/2025;Médio;1;46127;Serviço;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;;100000;1;1;349;102122-23/2026;100000
25/2026;831;108000;Devolvida;;Projeto Ampliação e Reforma Bloco Didático I;SERVICOS;102122;45933;46113;180;OBRAS;294/2025;Alto;1;46082;Serviço;Serviços De Consultoria E De Gerência/Gestão;;;78;Estudos e Projetos de Arquitetura;;108000;1;1;;;
25/2026;831;65000;Devolvida;;Projeto Ampliação e Reforma Bloco Didático I;SERVICOS;102122;45933;46113;180;OBRAS;327/2025;Alto;1;46332;Serviço;Serviços de consultoria e de gerência/gestão;;;78;Estudos e projetos de arquitetura;;65000;1;1;;;
26/2026;545;100000;Aprovada;;ARP Pequenos Serviços de Engenharia;SERVICOS;102122;45874;46051;177;OBRAS;331/2025;Médio;1;46218;Serviço;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;;100000;1;1;295;102122-26/2026;100000
27/2026;833;120000;Aprovada;;Serviços Análise Estrutura Predial;SERVICOS;102122;45875;46055;180;OBRAS;117/2025;Alto;1;46054;Serviço;Serviços de engenharia;;;;;;120000;1;1;113;102122-27/2026;120000
28/2026;5530;25000;Aprovada;;ARP  Marcenaria;BENS;102122;45993;46113;120;ATA - ADMINISTRACAO;202/2025;Baixo;1;46122;Material;COMPENSADOS E FOLHEADOS;5396;COMPENSADO MADEIRA;;;;25000;1;1;158;102122-28/2026;25000
30/2026;6508;2000;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;BAE - ESTOMATO. CIRU. RADIO. PATO;36/2025;Médio;1;46143;Material;Cosméticos E Artigos De Toucador De Natureza Medicinal;2238;Álcool Isopropílico;;;;2000;1;1;141;102122-30/2026;2000
30/2026;6850;13000;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;BAE - ESTOMATO. CIRU. RADIO. PATO;36/2025;Médio;2;46143;Material;ESPECIALIDADES QUÍMICAS DIVERSAS;11674;RESINA;;;;13000;1;1;140;102122-30/2026;13000
30/2026;7030;2000;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;BAE - ESTOMATO. CIRU. RADIO. PATO;78/2025;Médio;2;46174;Material;Equipamentos de armazenamento de dados;;;;;;2000;1;1;136;102122-30/2026;2000
30/2026;7090;1510;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;CLINICA DE FONOAUDIOLOGIA;100/2025;Médio;1;46063;Material;SUPRIMENTOS DE INFORMÁTICA - TIC;;;;;;1510;1;1;139;102122-30/2026;1510
30/2026;7030;520;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;CLINICA DE FONOAUDIOLOGIA;100/2025;Médio;2;46063;Material;Equipamentos de armazenamento de dados;17653;Disco rígido removível;;;;520;1;1;137;102122-30/2026;520
30/2026;5965;1231,5;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;CLINICA DE FONOAUDIOLOGIA;100/2025;Médio;3;46063;Material;Fones, Microfones E Alto-Falantes;7703;Fone Ouvido;;;;1231,5;1;1;138;102122-30/2026;1231,5
30/2026;6140;1680;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;CLINICA DE FONOAUDIOLOGIA;100/2025;Médio;4;46063;Material;Baterias recarregáveis;19206;Elemento de bateria chumbo-ácida;;;;1680;1;1;144;102122-30/2026;1680
30/2026;929;4000;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;OBRAS;328/2025;Alto;1;46037;Serviço;Outros serviços de educação e treinamento;;;3832;Treinamento na área de engenharia;;4000;1;1;143;102122-30/2026;4000
30/2026;182;25000;Aprovada;;ARP Informática;BENS;102122;46209;46329;120;OBRAS;328/2025;Alto;2;46037;Serviço;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27472;LICENCIAMENTO DE DIREITOS  PERMANENTES DE USO DE OUTROS SOFTWARES / PROGRAMAS DE COMPUTADOR;;25000;1;1;142;102122-30/2026;25000
38/2026;6510;1200;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;MICROBIOLOGIA-IMUNOLOGIA;63/2025;Médio;1;46048;Material;MATERIAIS CIRÚRGICOS PARA CURATIVOS;30274;COMPRESSA CAMPO OPERATÓRIO;;;;1200;1;1;57;102122-38/2026;1200
38/2026;6530;9430;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;CLINICA DE FONOAUDIOLOGIA;93/2025;Alto;1;46081;Material;Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares;18862;Material fonoaudiologia;;;;9430;1;1;62;102122-38/2026;9430
38/2026;6530;3812;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;CLINICA DE FONOAUDIOLOGIA;94/2025;Alto;1;46112;Material;Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares;18862;Material fonoaudiologia;;;;3812;1;1;63;102122-38/2026;3812
38/2026;6840;3000;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;CLINICA DE FONOAUDIOLOGIA;96/2025;Alto;1;46296;Material;Pesticidas e desinfetantes;2017;Ácido peracético;;;;3000;1;1;61;102122-38/2026;3000
38/2026;6695;20;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;5;46055;Material;INSTRUMENTOS COMBINADOS DIVERSOS;6099;AGULHA LABORATÓRIO;418509;COMPONENTES: C/ CONECTOR LUER, DIMENSÕES: 0,8 X 80, MATERIAL: AÇO INOX;UN;0,1;200;1;60;102122-38/2026;20
38/2026;6510;75;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;7;46055;Material;Materiais Cirúrgicos Para Curativos;19965;Curativo Cutâneo;483379;componente 1: c/ almofada fibra sintética, componente 2: base adesiva, dimensão: cerca de  10 x 15, esterilidade: uso único;UN;0,05;1500;1;59;102122-38/2026;75
38/2026;6510;400;Aprovada;;Material médico hospitalar não padronizado;BENS;102122;46161;46281;120;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;10;46055;Material;Materiais cirúrgicos para curativos;373;Compressa Gaze;622298;adicional: 5 dobras, dimensões: cerca de 7,5 x 7,5, embalagem: embalagem individual, esterilidade*: estéril, uso único, gramatura: 13 fios/, material: 100% viscose;PCT;40;10;1;58;102122-38/2026;400
39/2026;6810;7000;Aprovada;;Material CME;BENS;102122;46205;46325;120;CME - CENTRAL MATERIAL ESTERILIZACAO;263/2025;Médio;1;46055;Material;Produtos químicos;;;;;;7000;1;1;53;102122-39/2026;7000
39/2026;6550;21500;Aprovada;;Material CME;BENS;102122;46205;46325;120;CME - CENTRAL MATERIAL ESTERILIZACAO;264/2025;Médio;1;46055;Material;"Substâncias para diagnóstico ""in vitro"",  reagentes,  conjuntos e jogos para teste";;;;;;21500;1;1;56;102122-39/2026;21500
39/2026;7240;7000;Aprovada;;Material CME;BENS;102122;46205;46325;120;CME - CENTRAL MATERIAL ESTERILIZACAO;265/2025;Médio;1;46055;Material;Recepientes para uso doméstico e comercial;;;;;;7000;1;1;54;102122-39/2026;7000
39/2026;3550;1000;Aprovada;;Material CME;BENS;102122;46205;46325;120;CME - CENTRAL MATERIAL ESTERILIZACAO;264/2025;Médio;2;46055;Material;Máquinas registradoras automáticas e máquinas acionadas  comfichas;13172;Máquina etiquetadora;;;;1000;1;1;55;102122-39/2026;1000
40/2026;6640;40000;Aprovada;;Equipamento laboratório;BENS;102122;46237;46357;120;BAE - ESTOMATO. CIRU. RADIO. PATO;46/2025;Médio;1;46143;Material;Equipamentos E Artigos De Laboratório;;;;;;40000;1;1;328;102122-40/2026;40000
40/2026;6640;4850;Aprovada;;Equipamento laboratório;BENS;102122;46237;46357;120;BAD - DENT. ENDO. MAT ODONT.;180/2025;Alto;1;46246;Material;Equipamentos E Artigos De Laboratório;;;;;;4850;1;1;329;102122-40/2026;4850
40/2026;6640;4560;Aprovada;;Equipamento laboratório;BENS;102122;46237;46357;120;Biotério;300/2025;Alto;1;46142;Material;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;;4560;1;1;330;102122-40/2026;4560
40/2026;6640;5100;Aprovada;;Equipamento laboratório;BENS;102122;46237;46357;120;MICROBIOLOGIA-IMUNOLOGIA;66/2025;Alto;1;46048;Material;Equipamentos E Artigos De Laboratório;5787;Contador De Colônias;;;;5100;1;1;327;102122-40/2026;5100
40/2026;6640;5500;Aprovada;;Equipamento laboratório;BENS;102122;46237;46357;120;BAE - ESTOMATO. CIRU. RADIO. PATO;371/2025;Médio;1;46112;Material;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;4663;CAPELA EXAUSTÃO;;;;5500;1;1;331;102122-40/2026;5500
42/2026;7010;200000;Devolvida;;ARP equipamentos informática;CONTRATACOES_TIC;102122;46098;46218;120;BAF - FONOAUDIOLOGIA;27/2025;Alto;1;46023;Material;COMPUTADORES;;;;;;200000;1;1;;;
42/2026;7010;200000;Devolvida;;ARP equipamentos informática;CONTRATACOES_TIC;102122;46098;46218;120;STI;295/2025;Médio;1;46055;Material;Computadores;10293;Servidor;610068;armazenamento sas: sem discos sas, armazenamento sata: com discos sata, armazenamento ssd: sem discos ssd, fonte alimentação: redundante (swap/hot plug), garantia on site: superior 48, interface rede lan: superior a 4, interface rede san: sem san, memória ram: 512, núcleos por processador: 15 a 20, processadores físicos: 2, sistema operacional: sem sistema operacional, tipo: rack;UN;200000;1;2;;;
42/2026;7010;90000;Devolvida;;ARP equipamentos informática;CONTRATACOES_TIC;102122;46098;46218;120;STI;297/2025;Médio;1;46037;Material;COMPUTADORES;6661;MICROCOMPUTADOR;620336;ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: ATÉ 2 TB, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: TORRE, GARANTIA ON SITE: 36, MEMÓRIA RAM: 32, MONITOR: SEM MONITOR, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, OUTROS RECURSOS: CONFORME EDITAL, SISTEMA OPERACIONAL: PROPRIETÁRIO;UN;10000;9;1;;;
42/2026;7010;24000;Devolvida;;ARP equipamentos informática;CONTRATACOES_TIC;102122;46098;46218;120;STI;297/2025;Médio;2;46037;Material;Computadores;6661;Microcomputador;619124;armazenamento hdd: sem disco hdd, armazenamento ssd: 310 a 500, componentes adicionais: com teclado e mouse, gabinete: ultracompacto, garantia on site: superior a 36, memória ram: 32, monitor: sem monitor, núcleos por processador: superior a 8, outros recursos: conforme edital, sistema operacional: proprietário;UN;12000;2;1;;;
43/2026;7020;5000;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;BAE - ESTOMATO. CIRU. RADIO. PATO;43/2025;Médio;1;46235;Material;Impressoras;8320;Impressora 3d;;;;5000;1;1;;;
43/2026;7090;10000;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;BAE - ESTOMATO. CIRU. RADIO. PATO;78/2025;Médio;1;46174;Material;Suprimentos de informática - tic;;;;;;10000;1;1;;;
43/2026;7010;5500;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;ATAC - ACADEMICA;88/2025;Médio;2;46053;Material;Computadores;;;;;;5500;1;1;;;
43/2026;7010;17994;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;CLINICA DE FONOAUDIOLOGIA;106/2025;Alto;1;46112;Material;Computadores;8435;Notebook;;;;17994;1;1;;;
43/2026;7060;8000;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;OBRAS;328/2025;Alto;1;46037;Material;Peças e acessórios para computadores;6661;Microcomputador;451708;armazenamento hdd: 1, armazenamento ssd: 110 a 300, componentes adicionais: com teclado e mouse, garantia on site: 36, memória ram: superior a 8, monitor: 21 a 29, núcleos por processador: até 4, sistema operacional: proprietário;UN;8000;1;1;;;
